,nomClass,time_video,c
1419,taxi,180,2
1420,taxi,195,1
1421,taxi,198,1
1422,taxi,199,1
1423,taxi,203,1
1424,taxi,207,1
1425,taxi,220,1
1426,taxi,223,1
1427,taxi,224,3
1428,taxi,225,1
1429,taxi,226,2
1430,taxi,228,1
1431,taxi,229,1
1432,taxi,234,3
1433,taxi,240,1
1434,taxi,245,1
1435,taxi,246,1
1436,taxi,274,1
1437,taxi,278,1
1438,taxi,280,1
1439,taxi,281,1
1440,taxi,291,1
1441,taxi,300,2
1442,taxi,301,1
1443,taxi,307,1
1444,taxi,315,1
1445,taxi,355,2
1446,taxi,356,1
1447,taxi,358,1
1448,taxi,361,1
1449,taxi,367,1
1450,taxi,376,1
1451,taxi,399,1
1452,taxi,400,2
1453,taxi,403,1
1454,taxi,405,1
1455,taxi,406,2
1456,taxi,414,1
1457,taxi,419,1
1458,taxi,426,2
1459,taxi,454,1
1460,taxi,463,3
1461,taxi,476,4
1462,taxi,477,3
1463,taxi,478,1
1464,taxi,482,1
1465,taxi,484,1
1466,taxi,488,1
1467,taxi,490,1
1468,taxi,492,1
1469,taxi,495,1
1470,taxi,511,1
1471,taxi,525,2
1472,taxi,541,1
1473,taxi,542,1
1474,taxi,547,2
1475,taxi,566,1
1476,taxi,570,3
1477,taxi,574,1
1478,taxi,575,2
1479,taxi,576,1
1480,taxi,586,1
1481,taxi,591,1
1482,taxi,593,1
1483,taxi,601,2
1484,taxi,612,2
1485,taxi,616,1
1486,taxi,619,1
1487,taxi,648,1
1488,taxi,654,1
1489,taxi,655,1
1490,taxi,659,1
1491,taxi,667,1
1492,taxi,672,1
1493,taxi,675,1
1494,taxi,687,1
1495,taxi,690,1
1496,taxi,693,1
1497,taxi,696,1
1498,taxi,700,1
1499,taxi,714,1
1500,taxi,716,2
1501,taxi,717,2
1502,taxi,720,1
1503,taxi,726,1
1504,taxi,728,1
1505,taxi,735,1
1506,taxi,736,1
1507,taxi,744,1
1508,taxi,745,1
1509,taxi,752,1
1510,taxi,759,1
1511,taxi,768,1
1512,taxi,813,1
1513,taxi,815,1
1514,taxi,818,4
1515,taxi,832,2
1516,taxi,848,1
1517,taxi,851,1
1518,taxi,874,1
1519,taxi,883,1
1520,taxi,891,1
1521,taxi,931,1
1522,taxi,932,1
1523,taxi,938,1
1524,taxi,939,1
1525,taxi,940,1
1526,taxi,941,1
1527,taxi,943,1
1528,taxi,948,1
1529,taxi,949,1
1530,taxi,956,1
1531,taxi,961,2
1532,taxi,965,1
1533,taxi,977,1
1534,taxi,978,1
1535,taxi,979,1
1536,taxi,980,1
1537,taxi,982,1
1538,taxi,984,3
1539,taxi,985,1
1540,taxi,995,1
1541,taxi,996,1
1542,taxi,1003,1
1543,taxi,1010,1
1544,taxi,1043,1
1545,taxi,1048,1
1546,taxi,1049,1
1547,taxi,1064,1
1548,taxi,1065,1
1549,taxi,1066,1
1550,taxi,1067,1
1551,taxi,1069,1
1552,taxi,1072,1
1553,taxi,1077,1
1554,taxi,1079,3
1555,taxi,1098,3
1556,taxi,1101,1
1557,taxi,1104,1
1558,taxi,1109,1
1559,taxi,1112,1
1560,taxi,1129,1
1561,taxi,1142,1
1562,taxi,1150,3
1563,taxi,1160,1
1564,taxi,1165,1
1565,taxi,1174,1
1566,taxi,1176,1
1567,taxi,1189,1
1568,taxi,1191,1
1569,taxi,1207,3
1570,taxi,1209,1
1571,taxi,1210,1
1572,taxi,1212,1
1573,taxi,1219,1
1574,taxi,1220,1
1575,taxi,1225,1
1576,taxi,1232,1
1577,taxi,1233,1
1578,taxi,1245,1
1579,taxi,1254,1
1580,taxi,1261,1
1581,taxi,1274,3
1582,taxi,1275,1
1583,taxi,1278,1
1584,taxi,1279,2
1585,taxi,1283,1
1586,taxi,1284,1
1587,taxi,1292,1
1588,taxi,1294,1
1589,taxi,1297,1
1590,taxi,1301,1
1591,taxi,1303,1
1592,taxi,1304,1
1593,taxi,1307,1
1594,taxi,1322,1
1595,taxi,1326,1
1596,taxi,1327,1
1597,taxi,1332,1
1598,taxi,1341,2
1599,taxi,1343,3
1600,taxi,1351,1
1601,taxi,1352,1
1602,taxi,1353,3
1603,taxi,1358,3
1604,taxi,1366,1
1605,taxi,1380,1
1606,taxi,1423,1
1607,taxi,1424,1
1608,taxi,1426,1
1609,taxi,1435,1
1610,taxi,1458,1
1611,taxi,1460,1
1612,taxi,1465,2
1613,taxi,1466,1
1614,taxi,1467,3
1615,taxi,1468,2
1616,taxi,1469,1
1617,taxi,1479,1
1618,taxi,1492,1
1619,taxi,1493,2
1620,taxi,1498,1
1621,taxi,1501,2
1622,taxi,1508,1
1623,taxi,1513,1
1624,taxi,1540,1
1625,taxi,1541,1
1626,taxi,1542,1
1627,taxi,1547,1
1628,taxi,1548,1
1629,taxi,1578,1
1630,taxi,1579,1
1631,taxi,1584,2
1632,taxi,1588,1
1633,taxi,1600,1
1634,taxi,1602,1
1635,taxi,1603,1
1636,taxi,1604,1
1637,taxi,1607,1
1638,taxi,1608,1
1639,taxi,1613,1
1640,taxi,1614,2
1641,taxi,1616,3
1642,taxi,1620,1
1643,taxi,1628,1
1644,taxi,1636,1
1645,taxi,1648,1
1646,taxi,1657,1
1647,taxi,1668,1
1648,taxi,1699,2
1649,taxi,1700,1
1650,taxi,1702,3
1651,taxi,1703,2
1652,taxi,1704,4
1653,taxi,1705,2
1654,taxi,1706,1
1655,taxi,1708,1
1656,taxi,1711,1
1657,taxi,1713,1
1658,taxi,1716,5
1659,taxi,1717,1
1660,taxi,1722,1
1661,taxi,1723,1
1662,taxi,1729,1
1663,taxi,1731,4
1664,taxi,1732,1
1665,taxi,1734,1
1666,taxi,1736,3
1667,taxi,1742,1
1668,taxi,1745,1
1669,taxi,1747,1
1670,taxi,1749,1
1671,taxi,1769,1
1672,taxi,1777,1
1673,taxi,1779,1
1674,taxi,1784,1
1675,taxi,1793,1
1676,taxi,1796,1
1677,taxi,1801,2
1678,taxi,1805,1
1679,taxi,1820,1
1680,taxi,1821,1
1681,taxi,1824,2
1682,taxi,1825,2
1683,taxi,1826,1
1684,taxi,1830,1
1685,taxi,1839,1
1686,taxi,1840,1
