,date,frame_idx,idBox,conf,c,xc,yc,time_video,time_video_min,nomClass,line_name
0,2023-01-24 10:01:21.021761,20,1,0.7692443,7,1646,-921,0,0,taxi,2
1,2023-01-24 10:01:21.021761,20,1,0.7692443,7,1646,-921,0,0,taxi,3
2,2023-01-24 10:01:21.021785,20,2,0.6477647,5,873,-895,0,0,particular,6
3,2023-01-24 10:01:21.021785,20,2,0.6477647,5,873,-895,0,0,particular,9
4,2023-01-24 10:01:21.021799,20,3,0.55483586,7,1145,-866,0,0,taxi,5
5,2023-01-24 10:01:21.021799,20,3,0.55483586,7,1145,-866,0,0,taxi,9
10,2023-01-24 10:01:21.021856,20,10,0.56797034,5,432,-919,0,0,particular,7
12,2023-01-24 10:01:21.021879,20,16,0.69629055,7,856,-764,0,0,taxi,0
13,2023-01-24 10:01:21.021890,20,18,0.65150493,5,909,-698,0,0,particular,0
14,2023-01-24 10:01:21.021890,20,18,0.65150493,5,909,-698,0,0,particular,6
15,2023-01-24 10:01:21.021890,20,18,0.65150493,5,909,-698,0,0,particular,9
16,2023-01-24 10:01:21.021901,20,19,0.7727227,5,943,-732,0,0,particular,0
18,2023-01-24 10:01:21.021944,20,22,0.5432715,5,890,-657,0,0,particular,0
19,2023-01-24 10:01:21.021944,20,22,0.5432715,5,890,-657,0,0,particular,0
20,2023-01-24 10:01:21.021944,20,22,0.5432715,5,890,-657,0,0,particular,0
21,2023-01-24 10:01:21.021944,20,22,0.5432715,5,890,-657,0,0,particular,6
22,2023-01-24 10:01:21.021944,20,22,0.5432715,5,890,-657,0,0,particular,9
23,2023-01-24 10:01:28.021143,40,2,0.7444031,5,827,-946,1,0,particular,6
24,2023-01-24 10:01:28.021143,40,2,0.7444031,5,827,-946,1,0,particular,9
25,2023-01-24 10:01:28.021181,40,3,0.84699327,7,1093,-877,1,0,taxi,5
26,2023-01-24 10:01:28.021181,40,3,0.84699327,7,1093,-877,1,0,taxi,9
31,2023-01-24 10:01:28.021279,40,10,0.62228763,5,362,-940,1,0,particular,7
33,2023-01-24 10:01:28.021295,40,18,0.6300325,5,911,-708,1,0,particular,0
34,2023-01-24 10:01:28.021295,40,18,0.6300325,5,911,-708,1,0,particular,6
35,2023-01-24 10:01:28.021295,40,18,0.6300325,5,911,-708,1,0,particular,9
36,2023-01-24 10:01:28.021298,40,19,0.6102986,5,934,-753,1,0,particular,0
37,2023-01-24 10:01:28.021302,40,22,0.60300577,5,913,-710,1,0,particular,0
38,2023-01-24 10:01:28.021302,40,22,0.60300577,5,913,-710,1,0,particular,0
39,2023-01-24 10:01:28.021302,40,22,0.60300577,5,913,-710,1,0,particular,0
40,2023-01-24 10:01:28.021302,40,22,0.60300577,5,913,-710,1,0,particular,6
41,2023-01-24 10:01:28.021302,40,22,0.60300577,5,913,-710,1,0,particular,9
43,2023-01-24 10:01:28.021325,40,27,0.69748217,7,1719,-951,1,0,taxi,2
44,2023-01-24 10:01:28.021325,40,27,0.69748217,7,1719,-951,1,0,taxi,2
45,2023-01-24 10:01:28.021325,40,27,0.69748217,7,1719,-951,1,0,taxi,2
46,2023-01-24 10:01:28.021325,40,27,0.69748217,7,1719,-951,1,0,taxi,2
47,2023-01-24 10:01:28.021325,40,27,0.69748217,7,1719,-951,1,0,taxi,3
49,2023-01-24 10:01:34.571926,60,1,0.6304094,7,1434,-832,2,0,taxi,2
50,2023-01-24 10:01:34.571926,60,1,0.6304094,7,1434,-832,2,0,taxi,3
51,2023-01-24 10:01:34.571950,60,2,0.76183295,5,755,-1012,2,0,particular,6
52,2023-01-24 10:01:34.571950,60,2,0.76183295,5,755,-1012,2,0,particular,9
53,2023-01-24 10:01:34.571964,60,3,0.7710394,7,1030,-900,2,0,taxi,5
54,2023-01-24 10:01:34.571964,60,3,0.7710394,7,1030,-900,2,0,taxi,9
57,2023-01-24 10:01:34.572000,60,10,0.65834737,5,288,-959,2,0,particular,7
59,2023-01-24 10:01:34.572022,60,19,0.77148676,5,919,-779,2,0,particular,0
60,2023-01-24 10:01:34.572034,60,22,0.6934529,5,904,-726,2,0,particular,0
61,2023-01-24 10:01:34.572034,60,22,0.6934529,5,904,-726,2,0,particular,0
62,2023-01-24 10:01:34.572034,60,22,0.6934529,5,904,-726,2,0,particular,0
63,2023-01-24 10:01:34.572034,60,22,0.6934529,5,904,-726,2,0,particular,6
64,2023-01-24 10:01:34.572034,60,22,0.6934529,5,904,-726,2,0,particular,9
65,2023-01-24 10:01:34.572045,60,27,0.8433065,7,1676,-941,2,0,taxi,2
66,2023-01-24 10:01:34.572045,60,27,0.8433065,7,1676,-941,2,0,taxi,2
67,2023-01-24 10:01:34.572045,60,27,0.8433065,7,1676,-941,2,0,taxi,2
68,2023-01-24 10:01:34.572045,60,27,0.8433065,7,1676,-941,2,0,taxi,2
69,2023-01-24 10:01:34.572045,60,27,0.8433065,7,1676,-941,2,0,taxi,3
70,2023-01-24 10:01:34.572056,60,31,0.53771496,5,980,-726,2,0,particular,0
71,2023-01-24 10:01:34.572056,60,31,0.53771496,5,980,-726,2,0,particular,6
72,2023-01-24 10:01:41.161358,80,1,0.6533317,7,1390,-814,2,0,taxi,2
73,2023-01-24 10:01:41.161358,80,1,0.6533317,7,1390,-814,2,0,taxi,3
74,2023-01-24 10:01:41.161387,80,3,0.75107694,7,968,-935,2,0,taxi,5
75,2023-01-24 10:01:41.161387,80,3,0.75107694,7,968,-935,2,0,taxi,9
78,2023-01-24 10:01:41.161424,80,10,0.58841735,5,220,-977,2,0,particular,7
80,2023-01-24 10:01:41.161446,80,19,0.75401896,5,903,-806,2,0,particular,0
81,2023-01-24 10:01:41.161457,80,22,0.6412899,5,893,-742,2,0,particular,0
82,2023-01-24 10:01:41.161457,80,22,0.6412899,5,893,-742,2,0,particular,0
83,2023-01-24 10:01:41.161457,80,22,0.6412899,5,893,-742,2,0,particular,0
84,2023-01-24 10:01:41.161457,80,22,0.6412899,5,893,-742,2,0,particular,6
85,2023-01-24 10:01:41.161457,80,22,0.6412899,5,893,-742,2,0,particular,9
86,2023-01-24 10:01:41.161468,80,27,0.8845623,7,1636,-922,2,0,taxi,2
87,2023-01-24 10:01:41.161468,80,27,0.8845623,7,1636,-922,2,0,taxi,2
88,2023-01-24 10:01:41.161468,80,27,0.8845623,7,1636,-922,2,0,taxi,2
89,2023-01-24 10:01:41.161468,80,27,0.8845623,7,1636,-922,2,0,taxi,2
90,2023-01-24 10:01:41.161468,80,27,0.8845623,7,1636,-922,2,0,taxi,3
92,2023-01-24 10:01:41.161491,80,31,0.5882416,5,975,-747,2,0,particular,0
93,2023-01-24 10:01:41.161491,80,31,0.5882416,5,975,-747,2,0,particular,6
95,2023-01-24 10:01:48.653660,100,1,0.7801533,7,1339,-795,3,0,taxi,2
96,2023-01-24 10:01:48.653660,100,1,0.7801533,7,1339,-795,3,0,taxi,3
97,2023-01-24 10:01:48.653686,100,3,0.8115527,7,896,-973,3,0,taxi,5
98,2023-01-24 10:01:48.653686,100,3,0.8115527,7,896,-973,3,0,taxi,9
101,2023-01-24 10:01:48.653723,100,19,0.7558866,5,879,-839,3,0,particular,0
102,2023-01-24 10:01:48.653735,100,22,0.7284441,5,861,-763,3,0,particular,0
103,2023-01-24 10:01:48.653735,100,22,0.7284441,5,861,-763,3,0,particular,0
104,2023-01-24 10:01:48.653735,100,22,0.7284441,5,861,-763,3,0,particular,0
105,2023-01-24 10:01:48.653735,100,22,0.7284441,5,861,-763,3,0,particular,6
106,2023-01-24 10:01:48.653735,100,22,0.7284441,5,861,-763,3,0,particular,9
107,2023-01-24 10:01:48.653746,100,31,0.79443246,5,963,-780,3,0,particular,0
108,2023-01-24 10:01:48.653746,100,31,0.79443246,5,963,-780,3,0,particular,6
112,2023-01-24 10:01:56.066302,120,1,0.839641,7,1295,-778,4,0,taxi,2
113,2023-01-24 10:01:56.066302,120,1,0.839641,7,1295,-778,4,0,taxi,3
114,2023-01-24 10:01:56.066340,120,3,0.72926813,7,819,-1022,4,0,taxi,5
115,2023-01-24 10:01:56.066340,120,3,0.72926813,7,819,-1022,4,0,taxi,9
119,2023-01-24 10:01:56.066421,120,18,0.6566948,5,913,-707,4,0,particular,0
120,2023-01-24 10:01:56.066421,120,18,0.6566948,5,913,-707,4,0,particular,6
121,2023-01-24 10:01:56.066421,120,18,0.6566948,5,913,-707,4,0,particular,9
122,2023-01-24 10:01:56.066427,120,19,0.7230019,5,845,-884,4,0,particular,0
123,2023-01-24 10:01:56.066446,120,22,0.6342162,5,979,-703,4,0,particular,0
124,2023-01-24 10:01:56.066446,120,22,0.6342162,5,979,-703,4,0,particular,0
125,2023-01-24 10:01:56.066446,120,22,0.6342162,5,979,-703,4,0,particular,0
126,2023-01-24 10:01:56.066446,120,22,0.6342162,5,979,-703,4,0,particular,6
127,2023-01-24 10:01:56.066446,120,22,0.6342162,5,979,-703,4,0,particular,9
128,2023-01-24 10:01:56.066465,120,27,0.5833849,7,1433,-832,4,0,taxi,2
129,2023-01-24 10:01:56.066465,120,27,0.5833849,7,1433,-832,4,0,taxi,2
130,2023-01-24 10:01:56.066465,120,27,0.5833849,7,1433,-832,4,0,taxi,2
131,2023-01-24 10:01:56.066465,120,27,0.5833849,7,1433,-832,4,0,taxi,2
132,2023-01-24 10:01:56.066465,120,27,0.5833849,7,1433,-832,4,0,taxi,3
133,2023-01-24 10:01:56.066484,120,31,0.7240692,5,943,-813,4,0,particular,0
134,2023-01-24 10:01:56.066484,120,31,0.7240692,5,943,-813,4,0,particular,6
138,2023-01-24 10:01:56.066573,120,51,0.6890421,7,594,-845,4,0,taxi,8
139,2023-01-24 10:02:04.654520,140,1,0.88422716,7,1254,-762,4,0,taxi,2
140,2023-01-24 10:02:04.654520,140,1,0.88422716,7,1254,-762,4,0,taxi,3
142,2023-01-24 10:02:04.654558,140,18,0.7564161,5,911,-717,4,0,particular,0
143,2023-01-24 10:02:04.654558,140,18,0.7564161,5,911,-717,4,0,particular,6
144,2023-01-24 10:02:04.654558,140,18,0.7564161,5,911,-717,4,0,particular,9
145,2023-01-24 10:02:04.654569,140,22,0.53322726,5,980,-717,4,0,particular,0
146,2023-01-24 10:02:04.654569,140,22,0.53322726,5,980,-717,4,0,particular,0
147,2023-01-24 10:02:04.654569,140,22,0.53322726,5,980,-717,4,0,particular,0
148,2023-01-24 10:02:04.654569,140,22,0.53322726,5,980,-717,4,0,particular,6
149,2023-01-24 10:02:04.654569,140,22,0.53322726,5,980,-717,4,0,particular,9
150,2023-01-24 10:02:04.654580,140,27,0.8107834,7,1398,-825,4,0,taxi,2
151,2023-01-24 10:02:04.654580,140,27,0.8107834,7,1398,-825,4,0,taxi,2
152,2023-01-24 10:02:04.654580,140,27,0.8107834,7,1398,-825,4,0,taxi,2
153,2023-01-24 10:02:04.654580,140,27,0.8107834,7,1398,-825,4,0,taxi,2
154,2023-01-24 10:02:04.654580,140,27,0.8107834,7,1398,-825,4,0,taxi,3
156,2023-01-24 10:02:04.654604,140,31,0.69537926,5,918,-852,4,0,particular,0
157,2023-01-24 10:02:04.654604,140,31,0.69537926,5,918,-852,4,0,particular,6
159,2023-01-24 10:02:04.654637,140,51,0.76260847,7,532,-854,4,0,taxi,8
161,2023-01-24 10:02:04.654658,140,55,0.90883493,5,806,-919,4,0,particular,9
162,2023-01-24 10:02:11.736942,160,1,0.78509295,7,1228,-749,5,0,taxi,2
163,2023-01-24 10:02:11.736942,160,1,0.78509295,7,1228,-749,5,0,taxi,3
165,2023-01-24 10:02:11.737014,160,18,0.6883009,5,906,-721,5,0,particular,0
166,2023-01-24 10:02:11.737014,160,18,0.6883009,5,906,-721,5,0,particular,6
167,2023-01-24 10:02:11.737014,160,18,0.6883009,5,906,-721,5,0,particular,9
168,2023-01-24 10:02:11.737031,160,22,0.7373316,5,983,-733,5,0,particular,0
169,2023-01-24 10:02:11.737031,160,22,0.7373316,5,983,-733,5,0,particular,0
170,2023-01-24 10:02:11.737031,160,22,0.7373316,5,983,-733,5,0,particular,0
171,2023-01-24 10:02:11.737031,160,22,0.7373316,5,983,-733,5,0,particular,6
172,2023-01-24 10:02:11.737031,160,22,0.7373316,5,983,-733,5,0,particular,9
173,2023-01-24 10:02:11.737049,160,27,0.72913086,7,1375,-813,5,0,taxi,2
174,2023-01-24 10:02:11.737049,160,27,0.72913086,7,1375,-813,5,0,taxi,2
175,2023-01-24 10:02:11.737049,160,27,0.72913086,7,1375,-813,5,0,taxi,2
176,2023-01-24 10:02:11.737049,160,27,0.72913086,7,1375,-813,5,0,taxi,2
177,2023-01-24 10:02:11.737049,160,27,0.72913086,7,1375,-813,5,0,taxi,3
179,2023-01-24 10:02:11.737086,160,31,0.74856806,5,898,-878,5,0,particular,0
180,2023-01-24 10:02:11.737086,160,31,0.74856806,5,898,-878,5,0,particular,6
182,2023-01-24 10:02:11.737124,160,51,0.82513565,7,496,-858,5,0,taxi,8
184,2023-01-24 10:02:11.737163,160,55,0.82936996,5,782,-944,5,0,particular,9
186,2023-01-24 10:02:18.978342,180,1,0.541133,7,1222,-746,6,0,taxi,2
187,2023-01-24 10:02:18.978342,180,1,0.541133,7,1222,-746,6,0,taxi,3
189,2023-01-24 10:02:18.978421,180,18,0.817135,5,902,-727,6,0,particular,0
190,2023-01-24 10:02:18.978421,180,18,0.817135,5,902,-727,6,0,particular,6
191,2023-01-24 10:02:18.978421,180,18,0.817135,5,902,-727,6,0,particular,9
192,2023-01-24 10:02:18.978442,180,22,0.65947497,5,982,-738,6,0,particular,0
193,2023-01-24 10:02:18.978442,180,22,0.65947497,5,982,-738,6,0,particular,0
194,2023-01-24 10:02:18.978442,180,22,0.65947497,5,982,-738,6,0,particular,0
195,2023-01-24 10:02:18.978442,180,22,0.65947497,5,982,-738,6,0,particular,6
196,2023-01-24 10:02:18.978442,180,22,0.65947497,5,982,-738,6,0,particular,9
197,2023-01-24 10:02:18.978464,180,27,0.64820194,7,1364,-810,6,0,taxi,2
198,2023-01-24 10:02:18.978464,180,27,0.64820194,7,1364,-810,6,0,taxi,2
199,2023-01-24 10:02:18.978464,180,27,0.64820194,7,1364,-810,6,0,taxi,2
200,2023-01-24 10:02:18.978464,180,27,0.64820194,7,1364,-810,6,0,taxi,2
201,2023-01-24 10:02:18.978464,180,27,0.64820194,7,1364,-810,6,0,taxi,3
203,2023-01-24 10:02:18.978510,180,31,0.82273525,5,884,-889,6,0,particular,0
204,2023-01-24 10:02:18.978510,180,31,0.82273525,5,884,-889,6,0,particular,6
206,2023-01-24 10:02:18.978554,180,51,0.81857437,7,479,-859,6,0,taxi,8
208,2023-01-24 10:02:18.978597,180,55,0.5866015,5,765,-958,6,0,particular,9
210,2023-01-24 10:02:18.978643,180,59,0.5598572,7,766,-960,6,0,taxi,9
211,2023-01-24 10:02:26.588457,200,1,0.7833748,7,1261,-760,6,0,taxi,2
212,2023-01-24 10:02:26.588457,200,1,0.7833748,7,1261,-760,6,0,taxi,3
214,2023-01-24 10:02:26.588515,200,22,0.709577,5,960,-792,6,0,particular,0
215,2023-01-24 10:02:26.588515,200,22,0.709577,5,960,-792,6,0,particular,0
216,2023-01-24 10:02:26.588515,200,22,0.709577,5,960,-792,6,0,particular,0
217,2023-01-24 10:02:26.588515,200,22,0.709577,5,960,-792,6,0,particular,6
218,2023-01-24 10:02:26.588515,200,22,0.709577,5,960,-792,6,0,particular,9
219,2023-01-24 10:02:26.588535,200,27,0.59966785,7,1368,-813,6,0,taxi,2
220,2023-01-24 10:02:26.588535,200,27,0.59966785,7,1368,-813,6,0,taxi,2
221,2023-01-24 10:02:26.588535,200,27,0.59966785,7,1368,-813,6,0,taxi,2
222,2023-01-24 10:02:26.588535,200,27,0.59966785,7,1368,-813,6,0,taxi,2
223,2023-01-24 10:02:26.588535,200,27,0.59966785,7,1368,-813,6,0,taxi,3
224,2023-01-24 10:02:26.588555,200,51,0.76679724,7,329,-859,6,0,taxi,8
226,2023-01-24 10:02:26.588596,200,60,0.69182825,7,1314,-849,6,0,taxi,2
227,2023-01-24 10:02:26.588617,200,61,0.7325365,5,1303,-802,6,0,particular,3
228,2023-01-24 10:02:26.588637,200,64,0.5281515,5,916,-705,6,0,particular,0
229,2023-01-24 10:02:26.588657,200,66,0.764562,5,757,-1022,6,0,particular,9
230,2023-01-24 10:02:26.588678,200,67,0.72189754,5,512,-895,6,0,particular,7
233,2023-01-24 10:02:33.321650,220,22,0.72088397,5,944,-818,7,0,particular,0
234,2023-01-24 10:02:33.321650,220,22,0.72088397,5,944,-818,7,0,particular,0
235,2023-01-24 10:02:33.321650,220,22,0.72088397,5,944,-818,7,0,particular,0
236,2023-01-24 10:02:33.321650,220,22,0.72088397,5,944,-818,7,0,particular,6
237,2023-01-24 10:02:33.321650,220,22,0.72088397,5,944,-818,7,0,particular,9
238,2023-01-24 10:02:33.321670,220,27,0.6674305,7,1323,-791,7,0,taxi,2
239,2023-01-24 10:02:33.321670,220,27,0.6674305,7,1323,-791,7,0,taxi,2
240,2023-01-24 10:02:33.321670,220,27,0.6674305,7,1323,-791,7,0,taxi,2
241,2023-01-24 10:02:33.321670,220,27,0.6674305,7,1323,-791,7,0,taxi,2
242,2023-01-24 10:02:33.321670,220,27,0.6674305,7,1323,-791,7,0,taxi,3
243,2023-01-24 10:02:33.321691,220,51,0.7025807,7,271,-863,7,0,taxi,8
245,2023-01-24 10:02:33.321731,220,60,0.8783958,7,1274,-834,7,0,taxi,2
246,2023-01-24 10:02:33.321743,220,61,0.8334893,5,1254,-780,7,0,particular,3
247,2023-01-24 10:02:33.321754,220,64,0.6164069,5,908,-720,7,0,particular,0
248,2023-01-24 10:02:33.321765,220,67,0.79889494,5,410,-928,7,0,particular,7
251,2023-01-24 10:02:40.082708,240,18,0.6630991,5,959,-744,8,0,particular,0
252,2023-01-24 10:02:40.082708,240,18,0.6630991,5,959,-744,8,0,particular,6
253,2023-01-24 10:02:40.082708,240,18,0.6630991,5,959,-744,8,0,particular,9
254,2023-01-24 10:02:40.082721,240,22,0.78791475,5,925,-851,8,0,particular,0
255,2023-01-24 10:02:40.082721,240,22,0.78791475,5,925,-851,8,0,particular,0
256,2023-01-24 10:02:40.082721,240,22,0.78791475,5,925,-851,8,0,particular,0
257,2023-01-24 10:02:40.082721,240,22,0.78791475,5,925,-851,8,0,particular,6
258,2023-01-24 10:02:40.082721,240,22,0.78791475,5,925,-851,8,0,particular,9
259,2023-01-24 10:02:40.082733,240,27,0.743904,7,1281,-772,8,0,taxi,2
260,2023-01-24 10:02:40.082733,240,27,0.743904,7,1281,-772,8,0,taxi,2
261,2023-01-24 10:02:40.082733,240,27,0.743904,7,1281,-772,8,0,taxi,2
262,2023-01-24 10:02:40.082733,240,27,0.743904,7,1281,-772,8,0,taxi,2
263,2023-01-24 10:02:40.082733,240,27,0.743904,7,1281,-772,8,0,taxi,3
264,2023-01-24 10:02:40.082744,240,51,0.7152115,7,218,-860,8,0,taxi,8
265,2023-01-24 10:02:40.082756,240,60,0.7690396,7,1241,-819,8,0,taxi,2
266,2023-01-24 10:02:40.082767,240,61,0.6839815,5,1205,-756,8,0,particular,3
267,2023-01-24 10:02:40.082778,240,64,0.7855521,5,896,-736,8,0,particular,0
268,2023-01-24 10:02:40.082790,240,67,0.7672184,5,288,-961,8,0,particular,7
269,2023-01-24 10:02:40.082802,240,89,0.5770879,5,943,-735,8,0,particular,0
270,2023-01-24 10:02:40.082802,240,89,0.5770879,5,943,-735,8,0,particular,6
271,2023-01-24 10:02:40.082802,240,89,0.5770879,5,943,-735,8,0,particular,9
272,2023-01-24 10:02:40.082813,240,90,0.77956724,0,1550,-874,8,0,bus,3
273,2023-01-24 10:02:40.082824,240,91,0.7358063,5,1693,-977,8,0,particular,2
274,2023-01-24 10:02:40.082824,240,91,0.7358063,5,1693,-977,8,0,particular,4
275,2023-01-24 10:02:40.082824,240,91,0.7358063,5,1693,-977,8,0,particular,4
277,2023-01-24 10:02:47.164812,260,18,0.66249245,5,956,-767,8,0,particular,0
278,2023-01-24 10:02:47.164812,260,18,0.66249245,5,956,-767,8,0,particular,6
279,2023-01-24 10:02:47.164812,260,18,0.66249245,5,956,-767,8,0,particular,9
280,2023-01-24 10:02:47.164824,260,22,0.7362636,5,897,-888,8,0,particular,0
281,2023-01-24 10:02:47.164824,260,22,0.7362636,5,897,-888,8,0,particular,0
282,2023-01-24 10:02:47.164824,260,22,0.7362636,5,897,-888,8,0,particular,0
283,2023-01-24 10:02:47.164824,260,22,0.7362636,5,897,-888,8,0,particular,6
284,2023-01-24 10:02:47.164824,260,22,0.7362636,5,897,-888,8,0,particular,9
285,2023-01-24 10:02:47.164839,260,27,0.79548323,7,1241,-755,8,0,taxi,2
286,2023-01-24 10:02:47.164839,260,27,0.79548323,7,1241,-755,8,0,taxi,2
287,2023-01-24 10:02:47.164839,260,27,0.79548323,7,1241,-755,8,0,taxi,2
288,2023-01-24 10:02:47.164839,260,27,0.79548323,7,1241,-755,8,0,taxi,2
289,2023-01-24 10:02:47.164839,260,27,0.79548323,7,1241,-755,8,0,taxi,3
290,2023-01-24 10:02:47.164851,260,51,0.7408928,7,165,-858,8,0,taxi,8
291,2023-01-24 10:02:47.164868,260,60,0.6225994,7,1203,-809,8,0,taxi,2
292,2023-01-24 10:02:47.164880,260,61,0.64866567,5,1169,-736,8,0,particular,3
293,2023-01-24 10:02:47.164891,260,64,0.77126527,5,877,-748,8,0,particular,0
294,2023-01-24 10:02:47.164903,260,89,0.7397403,5,922,-759,8,0,particular,0
295,2023-01-24 10:02:47.164903,260,89,0.7397403,5,922,-759,8,0,particular,6
296,2023-01-24 10:02:47.164903,260,89,0.7397403,5,922,-759,8,0,particular,9
297,2023-01-24 10:02:47.164914,260,90,0.7470801,0,1480,-838,8,0,bus,3
298,2023-01-24 10:02:47.164925,260,91,0.6394696,5,1637,-953,8,0,particular,2
299,2023-01-24 10:02:47.164925,260,91,0.6394696,5,1637,-953,8,0,particular,4
300,2023-01-24 10:02:47.164925,260,91,0.6394696,5,1637,-953,8,0,particular,4
301,2023-01-24 10:02:47.164936,260,97,0.6181267,5,981,-713,8,0,particular,0
302,2023-01-24 10:02:47.164936,260,97,0.6181267,5,981,-713,8,0,particular,0
303,2023-01-24 10:02:47.164936,260,97,0.6181267,5,981,-713,8,0,particular,0
304,2023-01-24 10:02:47.164936,260,97,0.6181267,5,981,-713,8,0,particular,6
305,2023-01-24 10:02:47.164936,260,97,0.6181267,5,981,-713,8,0,particular,9
306,2023-01-24 10:02:52.903086,280,1,0.66703624,7,1204,-739,9,0,taxi,2
307,2023-01-24 10:02:52.903086,280,1,0.66703624,7,1204,-739,9,0,taxi,3
309,2023-01-24 10:02:52.903147,280,18,0.7673101,5,945,-792,9,0,particular,0
310,2023-01-24 10:02:52.903147,280,18,0.7673101,5,945,-792,9,0,particular,6
311,2023-01-24 10:02:52.903147,280,18,0.7673101,5,945,-792,9,0,particular,9
312,2023-01-24 10:02:52.903168,280,22,0.80223817,5,863,-930,9,0,particular,0
313,2023-01-24 10:02:52.903168,280,22,0.80223817,5,863,-930,9,0,particular,0
314,2023-01-24 10:02:52.903168,280,22,0.80223817,5,863,-930,9,0,particular,0
315,2023-01-24 10:02:52.903168,280,22,0.80223817,5,863,-930,9,0,particular,6
316,2023-01-24 10:02:52.903168,280,22,0.80223817,5,863,-930,9,0,particular,9
317,2023-01-24 10:02:52.903189,280,27,0.53529346,7,1103,-688,9,0,taxi,2
318,2023-01-24 10:02:52.903189,280,27,0.53529346,7,1103,-688,9,0,taxi,2
319,2023-01-24 10:02:52.903189,280,27,0.53529346,7,1103,-688,9,0,taxi,2
320,2023-01-24 10:02:52.903189,280,27,0.53529346,7,1103,-688,9,0,taxi,2
321,2023-01-24 10:02:52.903189,280,27,0.53529346,7,1103,-688,9,0,taxi,3
322,2023-01-24 10:02:52.903210,280,51,0.56320834,7,119,-855,9,0,taxi,8
323,2023-01-24 10:02:52.903230,280,61,0.5369719,5,1139,-720,9,0,particular,3
324,2023-01-24 10:02:52.903251,280,64,0.81083953,5,855,-764,9,0,particular,0
325,2023-01-24 10:02:52.903272,280,89,0.7812051,5,904,-784,9,0,particular,0
326,2023-01-24 10:02:52.903272,280,89,0.7812051,5,904,-784,9,0,particular,6
327,2023-01-24 10:02:52.903272,280,89,0.7812051,5,904,-784,9,0,particular,9
328,2023-01-24 10:02:52.903292,280,90,0.84207976,0,1445,-826,9,0,bus,3
329,2023-01-24 10:02:52.903312,280,97,0.6495517,5,981,-736,9,0,particular,0
330,2023-01-24 10:02:52.903312,280,97,0.6495517,5,981,-736,9,0,particular,0
331,2023-01-24 10:02:52.903312,280,97,0.6495517,5,981,-736,9,0,particular,0
332,2023-01-24 10:02:52.903312,280,97,0.6495517,5,981,-736,9,0,particular,6
333,2023-01-24 10:02:52.903312,280,97,0.6495517,5,981,-736,9,0,particular,9
337,2023-01-24 10:02:58.300752,300,18,0.74269575,5,931,-823,10,0,particular,0
338,2023-01-24 10:02:58.300752,300,18,0.74269575,5,931,-823,10,0,particular,6
339,2023-01-24 10:02:58.300752,300,18,0.74269575,5,931,-823,10,0,particular,9
340,2023-01-24 10:02:58.300765,300,22,0.6718849,5,820,-975,10,0,particular,0
341,2023-01-24 10:02:58.300765,300,22,0.6718849,5,820,-975,10,0,particular,0
342,2023-01-24 10:02:58.300765,300,22,0.6718849,5,820,-975,10,0,particular,0
343,2023-01-24 10:02:58.300765,300,22,0.6718849,5,820,-975,10,0,particular,6
344,2023-01-24 10:02:58.300765,300,22,0.6718849,5,820,-975,10,0,particular,9
345,2023-01-24 10:02:58.300780,300,27,0.5258998,7,1146,-791,10,0,taxi,2
346,2023-01-24 10:02:58.300780,300,27,0.5258998,7,1146,-791,10,0,taxi,2
347,2023-01-24 10:02:58.300780,300,27,0.5258998,7,1146,-791,10,0,taxi,2
348,2023-01-24 10:02:58.300780,300,27,0.5258998,7,1146,-791,10,0,taxi,2
349,2023-01-24 10:02:58.300780,300,27,0.5258998,7,1146,-791,10,0,taxi,3
350,2023-01-24 10:02:58.300792,300,61,0.6411604,5,1104,-707,10,0,particular,3
351,2023-01-24 10:02:58.300804,300,89,0.82198125,5,882,-819,10,0,particular,0
352,2023-01-24 10:02:58.300804,300,89,0.82198125,5,882,-819,10,0,particular,6
353,2023-01-24 10:02:58.300804,300,89,0.82198125,5,882,-819,10,0,particular,9
354,2023-01-24 10:02:58.300815,300,90,0.89484906,0,1396,-806,10,0,bus,3
355,2023-01-24 10:02:58.300828,300,91,0.5861303,5,1647,-957,10,0,particular,2
356,2023-01-24 10:02:58.300828,300,91,0.5861303,5,1647,-957,10,0,particular,4
357,2023-01-24 10:02:58.300828,300,91,0.5861303,5,1647,-957,10,0,particular,4
358,2023-01-24 10:02:58.300839,300,97,0.54997444,5,972,-758,10,0,particular,0
359,2023-01-24 10:02:58.300839,300,97,0.54997444,5,972,-758,10,0,particular,0
360,2023-01-24 10:02:58.300839,300,97,0.54997444,5,972,-758,10,0,particular,0
361,2023-01-24 10:02:58.300839,300,97,0.54997444,5,972,-758,10,0,particular,6
362,2023-01-24 10:02:58.300839,300,97,0.54997444,5,972,-758,10,0,particular,9
363,2023-01-24 10:03:04.086039,320,1,0.55548465,7,1137,-710,10,0,taxi,2
364,2023-01-24 10:03:04.086039,320,1,0.55548465,7,1137,-710,10,0,taxi,3
366,2023-01-24 10:03:04.086077,320,18,0.8533332,5,906,-857,10,0,particular,0
367,2023-01-24 10:03:04.086077,320,18,0.8533332,5,906,-857,10,0,particular,6
368,2023-01-24 10:03:04.086077,320,18,0.8533332,5,906,-857,10,0,particular,9
369,2023-01-24 10:03:04.086090,320,22,0.6199529,5,774,-1023,10,0,particular,0
370,2023-01-24 10:03:04.086090,320,22,0.6199529,5,774,-1023,10,0,particular,0
